row_id,label,n_chars,n_words,n_subwords
ntf-05638,real,617,132,191
ntf-05639,real,771,173,202
ntf-05640,real,806,167,225
ntf-05641,real,1209,262,382
ntf-05642,real,1021,218,311
ntf-05643,real,245,51,69
ntf-05644,real,935,188,288
ntf-05645,real,270,51,76
ntf-05646,real,526,103,158
ntf-05647,real,602,128,166
ntf-05648,real,242,48,62
ntf-05649,real,944,193,276
ntf-05650,real,873,193,261
ntf-05651,real,313,58,87
ntf-05652,real,571,109,177
ntf-05653,real,562,114,182
ntf-05654,real,597,121,177
ntf-05655,real,1419,314,456
ntf-05656,real,1680,374,524
ntf-05657,real,731,151,209
ntf-05658,real,696,138,197
ntf-05659,real,629,128,184
ntf-05660,real,893,196,292
ntf-05661,real,480,105,150
ntf-05662,real,326,62,109
ntf-05663,real,388,69,122
ntf-05664,real,709,145,225
ntf-05665,real,788,164,233
ntf-05666,real,1021,222,318
ntf-05667,real,1091,237,333
ntf-05668,real,728,163,199
ntf-05669,real,745,154,216
ntf-05670,real,155,34,49
ntf-05671,real,534,104,147
ntf-05672,real,748,164,212
ntf-05673,real,626,122,209
ntf-05674,real,710,153,216
ntf-05675,real,687,144,217
ntf-05676,real,487,107,129
ntf-05677,real,437,93,142
ntf-05678,real,903,190,253
ntf-05679,real,567,120,151
ntf-05680,real,1586,347,491
ntf-05681,real,448,94,140
ntf-05682,real,621,129,187
ntf-05683,real,435,83,140
ntf-05684,real,547,110,171
ntf-05685,real,501,104,140
ntf-05686,real,1620,361,486
ntf-05687,real,1922,429,573
ntf-05688,real,1024,228,319
ntf-05689,real,573,123,163
ntf-05690,real,900,197,269
ntf-05691,real,1124,252,350
ntf-05692,real,534,108,153
ntf-05693,real,1453,328,464
ntf-05694,real,669,139,204
ntf-05695,real,717,147,195
ntf-05696,real,701,146,196
ntf-05697,real,709,149,209
ntf-05698,real,2469,555,752
ntf-05699,real,632,129,178
ntf-05700,real,607,129,196
ntf-05701,real,1786,391,550
ntf-05702,real,545,110,158
ntf-05703,real,284,58,88
ntf-05704,real,1834,401,569
ntf-05705,real,2007,450,633
ntf-05706,real,1055,228,299
ntf-05707,real,668,136,205
ntf-05708,real,931,194,269
ntf-05709,real,390,86,116
ntf-05710,real,589,122,163
ntf-05711,real,709,143,208
ntf-05712,real,704,137,237
ntf-05713,real,1223,270,374
ntf-05714,real,869,180,254
ntf-05715,real,482,106,138
ntf-05716,real,1340,274,389
ntf-05717,real,420,80,126
ntf-05718,real,843,177,245
ntf-05719,real,483,104,155
ntf-05720,real,572,115,188
ntf-05721,real,545,114,165
ntf-05722,real,577,127,181
ntf-05723,real,631,150,168
ntf-05724,real,697,148,199
ntf-05725,real,1136,230,325
ntf-05726,real,483,103,147
ntf-05727,real,524,111,174
ntf-05728,real,699,154,218
ntf-05729,real,420,85,133
ntf-05730,real,619,133,191
ntf-05731,real,154,28,54
ntf-05732,real,440,90,121
ntf-05733,real,667,147,191
ntf-05734,real,462,95,146
ntf-05735,real,686,150,219
ntf-05736,real,747,162,227
ntf-05737,real,631,127,209
ntf-05738,real,562,118,176
ntf-05739,real,581,130,175
ntf-05740,real,624,126,215
ntf-05741,real,815,174,260
ntf-05742,real,672,152,192
ntf-05743,real,598,125,182
ntf-05744,real,478,94,155
ntf-05745,real,640,129,187
ntf-05746,real,440,90,146
ntf-05747,real,808,172,235
ntf-05748,real,682,151,195
ntf-05749,real,560,107,168
ntf-05750,real,585,118,197
ntf-05751,real,409,81,127
ntf-05752,real,577,124,171
ntf-05753,real,570,123,179
ntf-05754,real,494,98,163
ntf-05755,real,478,103,142
ntf-05756,real,538,111,162
ntf-05757,real,581,126,189
ntf-05758,real,630,131,180
ntf-05759,real,595,116,176
ntf-05760,real,564,110,198
ntf-05761,real,299,53,104
ntf-05762,real,1227,229,359
ntf-05763,real,502,102,161
ntf-05764,real,573,121,178
ntf-05765,real,458,92,152
ntf-05766,real,526,104,177
ntf-05767,real,889,175,233
ntf-05768,real,785,158,246
ntf-05769,real,648,142,194
ntf-05770,real,698,150,211
ntf-05771,real,696,134,195
ntf-05772,real,695,145,220
ntf-05773,real,943,198,266
ntf-05774,real,527,112,164
ntf-05775,real,614,119,184
ntf-05776,real,1013,210,284
ntf-05777,real,433,83,131
ntf-05778,real,1159,227,348
ntf-05779,real,659,148,191
ntf-05780,real,195,41,62
ntf-05781,real,723,153,224
ntf-05782,real,1164,228,356
ntf-05783,real,275,56,90
ntf-05784,real,244,52,61
ntf-05785,real,1104,235,304
ntf-05786,real,693,144,197
ntf-05787,real,840,183,239
ntf-05788,real,508,103,140
ntf-05789,real,730,151,211
ntf-05790,real,682,134,192
ntf-05791,real,949,198,298
ntf-05792,real,821,172,248
ntf-05793,real,890,179,242
ntf-05794,real,405,89,111
ntf-05795,real,447,93,130
ntf-05796,real,401,82,117
ntf-05797,real,573,128,168
ntf-05798,real,679,154,210
ntf-05799,real,522,117,145
ntf-05800,real,894,182,261
ntf-05801,real,525,113,162
ntf-05802,real,561,130,173
ntf-05803,real,863,185,238
ntf-05804,real,747,160,194
ntf-05805,real,371,80,103
ntf-05806,real,625,133,176
ntf-05807,real,686,136,185
ntf-05808,real,863,175,233
ntf-05809,real,896,195,271
ntf-05810,real,585,124,179
ntf-05811,real,445,93,146
ntf-05812,real,712,152,216
ntf-05813,real,393,77,110
ntf-05814,real,780,158,219
ntf-05815,real,626,132,204
ntf-05816,real,526,114,142
ntf-05817,real,529,113,128
ntf-05818,real,578,122,155
ntf-05819,real,855,190,253
ntf-05820,real,529,106,165
ntf-05821,real,631,125,189
ntf-05822,real,784,166,224
ntf-05823,real,887,193,237
ntf-05824,real,713,141,226
ntf-05825,real,658,133,171
ntf-05826,real,688,150,198
ntf-05827,real,736,160,220
ntf-05828,real,656,143,188
ntf-05829,real,700,161,216
ntf-05830,real,402,88,112
ntf-05831,real,770,167,229
ntf-05832,real,759,151,237
ntf-05833,real,582,121,170
ntf-05834,real,247,50,81
ntf-05835,real,622,130,190
ntf-05836,real,636,125,188
ntf-05837,real,990,211,323
ntf-05838,real,725,159,216
ntf-05839,real,888,190,248
ntf-05840,real,968,195,299
ntf-05841,real,445,95,116
ntf-05842,real,491,104,142
ntf-05843,real,522,109,148
ntf-05844,real,838,162,265
ntf-05845,real,843,178,230
ntf-05846,real,1127,247,317
ntf-05847,real,709,151,202
ntf-05848,real,639,127,171
ntf-05849,real,363,75,122
ntf-05850,real,438,84,124
ntf-05851,real,561,118,153
ntf-05852,real,640,126,172
ntf-05853,real,1037,211,303
ntf-05854,real,1255,280,372
ntf-05855,real,577,124,180
ntf-05856,real,617,132,184
ntf-05857,real,568,124,171
ntf-05858,real,620,142,166
ntf-05859,real,225,49,70
ntf-05860,real,853,175,253
ntf-05861,real,332,72,104
ntf-05862,real,504,104,138
ntf-05863,real,232,50,74
ntf-05864,real,1262,279,369
ntf-05865,real,842,178,242
ntf-05866,real,866,192,262
ntf-05867,real,632,146,194
ntf-05868,real,406,85,117
ntf-05869,real,473,97,131
ntf-05870,real,590,125,160
ntf-05871,real,391,83,103
ntf-05872,real,611,126,179
ntf-05873,real,1086,236,330
ntf-05874,real,675,150,202
ntf-05875,real,837,183,240
ntf-05876,real,791,175,208
ntf-05877,real,776,166,233
ntf-05878,real,217,50,67
ntf-05879,real,1128,234,297
ntf-05880,real,1078,225,266
ntf-05881,real,559,113,167
ntf-05882,real,905,184,278
ntf-05883,real,893,192,264
ntf-05884,real,735,152,211
ntf-05885,real,315,61,88
ntf-05886,real,841,173,224
ntf-05887,real,600,125,180
ntf-05888,real,550,131,177
ntf-05889,real,757,162,214
ntf-05890,real,1214,263,379
ntf-05891,real,583,127,170
ntf-05892,real,820,175,237
ntf-05893,real,300,59,88
ntf-05894,real,398,83,138
ntf-05895,real,714,149,205
ntf-05896,real,357,74,97
ntf-05897,real,866,174,235
ntf-05898,real,545,116,167
ntf-05899,real,935,181,271
ntf-05900,real,501,106,135
ntf-05901,real,739,158,211
ntf-05902,real,726,137,230
ntf-05903,real,479,98,155
ntf-05904,real,838,169,233
ntf-05905,real,579,122,193
ntf-05906,real,436,88,111
ntf-05907,real,871,183,224
ntf-05908,real,226,50,69
ntf-05909,real,588,115,178
ntf-05910,real,539,115,147
ntf-05911,real,209,43,53
ntf-05912,real,645,135,183
ntf-05913,real,684,143,223
ntf-05914,real,662,140,191
ntf-05915,real,838,162,259
ntf-05916,real,873,185,245
ntf-05917,real,677,138,201
ntf-05918,real,617,137,206
ntf-05919,real,685,144,177
ntf-05920,real,345,69,101
ntf-05921,real,698,147,186
ntf-05922,real,548,113,169
ntf-05923,real,735,154,231
ntf-05924,real,655,147,207
ntf-05925,real,866,179,236
ntf-05926,real,779,169,211
ntf-05927,real,440,94,149
ntf-05928,real,531,109,149
ntf-05929,real,753,153,215
ntf-05930,real,288,62,78
ntf-05931,real,574,123,154
ntf-05932,real,587,123,196
ntf-05933,real,518,108,134
ntf-05934,real,738,161,220
ntf-05935,real,639,134,191
ntf-05936,real,635,124,195
ntf-05937,real,740,155,202
ntf-05938,real,859,187,232
ntf-05939,real,406,81,108
ntf-05940,real,450,88,126
ntf-05941,real,718,155,223
ntf-05942,real,296,65,74
ntf-05943,real,439,94,118
ntf-05944,real,651,131,177
ntf-05945,real,420,90,101
ntf-05946,real,755,164,208
ntf-05947,real,785,164,244
ntf-05948,real,835,176,256
ntf-05949,real,556,125,157
ntf-05950,real,569,120,162
ntf-05951,real,514,110,155
ntf-05952,real,666,144,204
ntf-05953,real,532,105,150
ntf-05954,real,266,53,93
ntf-05955,real,736,159,226
ntf-05956,real,593,121,169
ntf-05957,real,800,166,238
ntf-05958,real,901,200,293
ntf-05959,real,280,62,76
ntf-05960,real,1031,230,308
ntf-05961,real,1244,272,404
ntf-05962,real,557,117,167
ntf-05963,real,691,143,211
ntf-05964,real,1257,279,388
ntf-05965,real,1240,275,381
ntf-05966,real,512,118,146
ntf-05967,real,829,168,230
ntf-05968,real,410,88,121
ntf-05969,real,457,89,143
ntf-05970,real,437,86,143
ntf-05971,real,670,139,219
ntf-05972,real,426,87,137
ntf-05973,real,1132,260,359
ntf-05974,real,1129,257,364
ntf-05975,real,729,156,223
ntf-05976,real,801,176,241
ntf-05977,real,408,89,117
ntf-05978,real,628,119,165
ntf-05979,real,622,134,206
ntf-05980,real,755,164,213
ntf-05981,real,524,116,173
ntf-05982,real,221,52,75
ntf-05983,real,479,97,132
ntf-05984,real,617,128,186
ntf-05985,real,893,185,274
ntf-05986,real,381,85,107
ntf-05987,real,417,89,115
ntf-05988,real,677,141,204
ntf-05989,real,539,116,154
ntf-05990,real,822,172,229
ntf-05991,real,634,128,185
ntf-05992,real,218,47,77
ntf-05993,real,541,119,160
ntf-05994,real,428,91,137
ntf-05995,real,269,53,86
ntf-05996,real,667,136,203
ntf-05997,real,281,57,94
ntf-05998,real,989,209,267
ntf-05999,real,995,208,282
ntf-06000,real,526,94,165
ntf-06001,real,551,109,159
ntf-06002,real,614,127,194
ntf-06003,real,885,184,275
ntf-06004,real,773,176,223
ntf-06005,real,858,187,266
ntf-06006,real,1252,256,346
ntf-06007,real,840,185,253
ntf-06008,real,730,158,188
ntf-06009,real,659,140,179
ntf-06010,real,825,174,248
ntf-06011,real,518,107,138
ntf-06012,real,336,71,101
ntf-06013,real,601,128,173
ntf-06014,real,517,109,152
ntf-06015,real,734,149,227
ntf-06016,real,879,189,263
ntf-06017,real,841,170,246
ntf-06018,real,511,103,140
ntf-06019,real,965,214,314
ntf-06020,real,370,75,114
ntf-06021,real,426,92,118
ntf-06022,real,746,160,218
ntf-06023,real,884,189,263
ntf-06024,real,493,104,149
ntf-06025,real,779,172,217
ntf-06026,real,536,121,158
ntf-06027,real,600,125,198
ntf-06028,real,696,150,194
ntf-06029,real,1058,217,285
ntf-06030,real,190,41,62
ntf-06031,real,444,97,113
ntf-06032,real,236,49,85
ntf-06033,real,617,130,192
ntf-06034,real,563,113,178
ntf-06035,real,298,68,89
ntf-06036,real,783,155,219
ntf-06037,real,666,141,201
ntf-06038,real,776,164,239
ntf-06039,real,333,65,104
ntf-06040,real,709,137,225
ntf-06041,real,437,95,144
ntf-06042,real,512,109,149
ntf-06043,real,761,164,232
ntf-06044,real,578,122,183
ntf-06045,real,438,90,131
ntf-06046,real,432,84,127
ntf-06047,real,658,140,211
ntf-06048,real,835,176,253
ntf-06049,real,665,149,187
ntf-06050,real,578,124,180
ntf-06051,real,445,95,130
ntf-06052,real,524,111,165
ntf-06053,real,565,125,179
ntf-06054,real,498,112,139
ntf-06055,real,440,92,128
ntf-06056,real,529,117,172
ntf-06057,real,540,114,166
ntf-06058,real,610,126,174
ntf-06059,real,227,47,62
ntf-06060,real,340,81,104
ntf-06061,real,1254,263,358
ntf-06062,real,269,57,70
ntf-06063,real,258,53,72
ntf-06064,real,462,95,138
ntf-06065,real,548,112,167
ntf-06066,real,489,96,132
ntf-06067,real,625,130,190
ntf-06068,real,521,123,147
ntf-06069,real,506,105,135
ntf-06070,real,479,102,162
ntf-06071,real,443,88,134
ntf-06072,real,430,93,126
ntf-06073,real,766,162,229
ntf-06074,real,467,96,128
ntf-06075,real,523,109,153
ntf-06076,real,439,89,127
ntf-06077,real,692,144,186
ntf-06078,real,802,173,219
ntf-06079,real,640,133,175
ntf-06080,real,851,185,260
ntf-06081,real,537,109,143
ntf-06082,real,577,117,167
ntf-06083,real,772,166,222
ntf-06084,real,285,63,91
ntf-06085,real,293,57,95
ntf-06086,real,975,212,264
ntf-06087,real,1179,256,311
ntf-06088,real,690,147,212
ntf-06089,real,776,155,246
ntf-06090,real,743,161,234
ntf-06091,real,839,177,269
ntf-06092,real,288,63,82
ntf-06093,real,679,140,184
ntf-06094,real,354,75,101
ntf-06095,real,287,67,97
ntf-06096,real,806,173,236
ntf-06097,real,497,106,131
ntf-06098,real,1049,228,294
ntf-06099,real,878,182,262
ntf-06100,real,925,203,281
ntf-06101,real,480,97,147
ntf-06102,real,593,115,171
ntf-06103,real,1456,269,464
ntf-06104,real,454,97,130
ntf-06105,real,894,189,276
ntf-06106,real,689,149,182
ntf-06107,real,566,116,136
ntf-06108,real,774,155,204
ntf-06109,real,394,83,115
ntf-06110,real,699,139,222
ntf-06111,real,781,164,210
ntf-06112,real,862,178,257
ntf-06113,real,702,155,197
ntf-06114,real,676,129,195
ntf-06115,real,509,109,149
ntf-06116,real,705,142,217
ntf-06117,real,535,117,154
ntf-06118,real,454,100,130
ntf-06119,real,719,152,198
ntf-06120,real,473,101,148
ntf-06121,real,684,136,205
ntf-06122,real,326,70,94
ntf-06123,real,463,101,141
ntf-06124,real,788,157,229
ntf-06125,real,355,72,102
ntf-06126,real,488,104,132
ntf-06127,real,624,130,178
ntf-06128,real,676,139,197
ntf-06129,real,370,74,110
ntf-06130,real,516,104,143
ntf-06131,real,494,106,133
ntf-06132,real,566,116,161
ntf-06133,real,701,140,180
ntf-06134,real,723,140,210
ntf-06135,real,568,122,179
ntf-06136,real,448,96,130
ntf-06137,real,487,106,151
ntf-06138,real,545,115,154
ntf-06139,real,569,123,190
ntf-06140,real,719,160,210
ntf-06141,real,596,125,176
ntf-06142,real,1037,224,293
ntf-06143,real,772,162,214
ntf-06144,real,612,126,172
ntf-06145,real,787,147,238
ntf-06146,real,644,126,198
ntf-06147,real,505,103,155
ntf-06148,real,640,135,177
ntf-06149,real,497,90,155
ntf-06150,real,437,95,112
ntf-06151,real,671,142,189
ntf-06152,real,580,126,154
ntf-06153,real,561,112,178
ntf-06154,real,507,101,155
ntf-06155,real,821,175,218
ntf-06156,real,675,146,189
ntf-06157,real,725,156,190
ntf-06158,real,438,94,118
ntf-06159,real,877,188,232
ntf-06160,real,956,204,251
ntf-06161,real,945,207,250
ntf-06162,real,635,129,196
ntf-06163,real,595,129,181
ntf-06164,real,372,74,97
ntf-06165,real,466,102,134
ntf-06166,real,387,85,107
ntf-06167,real,697,146,187
ntf-06168,real,2629,503,776
ntf-06169,real,537,105,154
ntf-06170,real,642,134,188
ntf-06171,real,727,152,192
ntf-06172,real,1164,260,336
ntf-06173,real,588,131,170
ntf-06174,real,646,135,194
ntf-06175,real,927,187,271
ntf-06176,real,685,143,200
ntf-06177,real,1617,326,438
ntf-06178,real,670,133,177
ntf-06179,real,546,113,157
ntf-06180,real,788,166,205
ntf-06181,real,1042,225,323
ntf-06182,real,267,56,78
ntf-06183,real,870,168,277
ntf-06184,real,576,122,170
ntf-06185,real,566,116,169
ntf-06186,real,777,156,213
ntf-06187,real,545,113,160
ntf-06188,real,532,102,150
ntf-06189,real,260,55,72
ntf-06190,real,1064,215,324
ntf-06191,real,547,117,178
ntf-06192,real,945,200,299
ntf-06193,real,431,84,122
ntf-06194,real,783,160,226
ntf-06195,real,854,188,241
ntf-06196,real,169,33,54
ntf-06197,real,582,116,177
ntf-06198,real,480,102,147
ntf-06199,real,307,62,85
ntf-06200,real,755,169,209
ntf-06201,real,521,108,149
ntf-06202,real,515,108,137
ntf-06203,real,457,96,125
ntf-06204,real,835,181,236
ntf-06205,real,432,92,105
ntf-06206,real,430,97,124
ntf-06207,real,638,136,166
ntf-06208,real,723,150,209
ntf-06209,real,412,77,142
ntf-06210,real,1082,236,312
ntf-06211,real,954,196,264
ntf-06212,real,635,133,173
ntf-06213,real,570,119,158
ntf-06214,real,700,140,192
ntf-06215,real,914,191,238
ntf-06216,real,571,124,158
ntf-06217,real,508,115,160
ntf-06218,real,1194,266,342
ntf-06219,real,260,58,77
ntf-06220,real,683,146,197
ntf-06221,real,702,150,196
ntf-06222,real,175,39,54
ntf-06223,fake,1151,251,297
ntf-06224,fake,541,117,144
ntf-06225,fake,625,133,168
ntf-06226,fake,753,166,200
ntf-06227,fake,666,137,181
ntf-06228,fake,732,152,200
ntf-06229,fake,400,84,108
ntf-06230,fake,1370,315,413
ntf-06231,fake,474,93,144
ntf-06232,fake,567,123,164
ntf-06233,fake,635,132,176
ntf-06234,fake,411,83,107
ntf-06235,fake,649,133,167
ntf-06236,fake,402,81,112
ntf-06237,fake,1121,246,333
ntf-06238,fake,555,117,161
ntf-06239,fake,642,127,177
ntf-06240,fake,580,124,161
ntf-06241,fake,319,70,81
ntf-06242,fake,701,148,223
ntf-06243,fake,678,140,186
ntf-06244,fake,663,144,183
ntf-06245,fake,697,126,203
ntf-06246,fake,1209,264,347
ntf-06247,fake,964,215,268
ntf-06248,fake,462,103,130
ntf-06249,fake,691,155,210
ntf-06250,fake,737,155,229
ntf-06251,fake,204,39,57
ntf-06252,fake,547,121,147
ntf-06253,fake,645,138,189
ntf-06254,fake,195,39,75
ntf-06255,fake,570,127,154
ntf-06256,fake,455,97,127
ntf-06257,fake,380,85,102
ntf-06258,fake,1021,216,286
ntf-06259,fake,1005,214,293
ntf-06260,fake,743,153,215
ntf-06261,fake,887,199,251
ntf-06262,fake,914,192,251
ntf-06263,fake,517,112,142
ntf-06264,fake,467,101,133
ntf-06265,fake,250,55,77
ntf-06266,fake,461,101,122
ntf-06267,fake,779,170,203
ntf-06268,fake,263,54,89
ntf-06269,fake,255,48,73
ntf-06270,fake,353,78,106
ntf-06271,fake,563,117,165
ntf-06272,fake,446,94,123
ntf-06273,fake,804,184,233
ntf-06274,fake,636,123,189
ntf-06275,fake,771,175,221
ntf-06276,fake,563,118,157
ntf-06277,fake,241,48,82
ntf-06278,fake,316,67,104
ntf-06279,fake,270,57,90
ntf-06280,fake,586,131,173
ntf-06281,fake,588,119,186
ntf-06282,fake,430,85,122
ntf-06283,fake,784,157,226
ntf-06284,fake,394,89,111
ntf-06285,fake,446,96,133
ntf-06286,fake,672,124,208
ntf-06287,fake,667,131,177
ntf-06288,fake,595,130,168
ntf-06289,fake,468,98,132
ntf-06290,fake,301,63,75
ntf-06291,fake,403,88,122
ntf-06292,fake,475,103,133
ntf-06293,fake,640,143,207
ntf-06294,fake,328,77,92
ntf-06295,fake,383,88,115
ntf-06296,fake,481,101,137
ntf-06297,fake,576,127,151
ntf-06298,fake,472,107,124
ntf-06299,fake,565,124,142
ntf-06300,fake,675,138,181
ntf-06301,fake,291,58,86
ntf-06302,fake,1059,229,298
ntf-06303,fake,351,74,99
ntf-06304,fake,367,84,104
ntf-06305,fake,459,102,120
ntf-06306,fake,641,128,180
ntf-06307,fake,439,94,152
ntf-06308,fake,473,102,125
ntf-06309,fake,1262,238,314
ntf-06310,fake,615,118,173
ntf-06311,fake,417,94,130
ntf-06312,fake,697,151,196
ntf-06313,fake,579,120,161
ntf-06314,fake,572,126,149
ntf-06315,fake,532,111,157
ntf-06316,fake,695,134,187
ntf-06317,fake,580,131,159
ntf-06318,fake,642,129,189
ntf-06319,fake,1083,220,303
ntf-06320,fake,1045,209,309
ntf-06321,fake,562,122,148
ntf-06322,fake,669,136,205
ntf-06323,fake,1284,273,343
ntf-06324,fake,772,154,193
ntf-06325,fake,743,149,208
ntf-06326,fake,450,97,130
ntf-06327,fake,552,110,178
ntf-06328,fake,654,139,186
ntf-06329,fake,719,143,201
ntf-06330,fake,424,76,127
ntf-06331,fake,724,161,216
ntf-06332,fake,382,83,103
ntf-06333,fake,611,106,200
ntf-06334,fake,878,177,244
ntf-06335,fake,531,107,172
ntf-06336,fake,496,98,148
ntf-06337,fake,987,214,262
ntf-06338,fake,1197,231,330
ntf-06339,fake,1237,256,335
ntf-06340,fake,604,134,185
ntf-06341,fake,553,114,168
ntf-06342,fake,884,186,231
ntf-06343,fake,464,98,143
ntf-06344,fake,757,155,219
ntf-06345,fake,868,182,246
ntf-06346,fake,1138,240,314
ntf-06347,fake,967,208,278
ntf-06348,fake,567,118,165
ntf-06349,fake,718,137,192
ntf-06350,fake,693,115,208
ntf-06351,fake,756,159,217
ntf-06352,fake,754,148,218
ntf-06353,fake,734,149,191
ntf-06354,fake,671,126,182
ntf-06355,fake,730,165,212
ntf-06356,fake,865,167,254
ntf-06357,fake,677,134,217
ntf-06358,fake,969,214,273
ntf-06359,fake,779,165,261
ntf-06360,fake,228,45,81
ntf-06361,fake,739,151,227
ntf-06362,fake,737,148,203
ntf-06363,fake,679,144,195
ntf-06364,fake,404,78,113
ntf-06365,fake,938,180,274
ntf-06366,fake,805,153,229
ntf-06367,fake,846,179,233
ntf-06368,fake,660,122,212
ntf-06369,fake,925,182,279
ntf-06370,fake,1124,247,305
ntf-06371,fake,180,33,51
ntf-06372,fake,790,155,251
ntf-06373,fake,821,163,233
ntf-06374,fake,878,179,252
ntf-06375,fake,1289,275,368
ntf-06376,fake,732,143,217
ntf-06377,fake,537,104,151
ntf-06378,fake,617,115,177
ntf-06379,fake,673,130,208
ntf-06380,fake,556,108,191
ntf-06381,fake,648,130,201
ntf-06382,fake,840,126,272
ntf-06383,fake,588,120,201
ntf-06384,fake,575,122,186
ntf-06385,fake,763,158,237
ntf-06386,fake,685,129,221
ntf-06387,fake,823,165,247
ntf-06388,fake,262,50,75
ntf-06389,fake,659,142,198
ntf-06390,fake,540,97,159
ntf-06391,fake,766,163,229
ntf-06392,fake,912,175,269
ntf-06393,fake,797,152,253
ntf-06394,fake,1142,230,348
ntf-06395,fake,521,103,176
ntf-06396,fake,429,84,124
ntf-06397,fake,994,202,289
ntf-06398,fake,311,64,97
ntf-06399,fake,607,116,200
ntf-06400,fake,444,88,144
ntf-06401,fake,665,127,215
ntf-06402,fake,581,115,185
ntf-06403,fake,861,170,226
ntf-06404,fake,822,165,220
ntf-06405,fake,631,126,189
ntf-06406,fake,922,189,266
ntf-06407,fake,767,150,240
ntf-06408,fake,437,82,116
ntf-06409,fake,1080,222,328
ntf-06410,fake,667,133,219
ntf-06411,fake,506,108,163
ntf-06412,fake,848,165,264
ntf-06413,fake,673,144,187
ntf-06414,fake,306,57,86
ntf-06415,fake,904,189,299
ntf-06416,fake,522,101,169
ntf-06417,fake,589,122,188
ntf-06418,fake,652,127,211
ntf-06419,fake,838,182,231
ntf-06420,fake,848,168,278
ntf-06421,fake,804,162,238
ntf-06422,fake,445,89,144
ntf-06423,fake,672,136,174
ntf-06424,fake,936,205,271
ntf-06425,fake,1013,193,298
ntf-06426,fake,255,54,78
ntf-06427,fake,937,198,260
ntf-06428,fake,805,165,241
ntf-06429,fake,785,149,244
ntf-06430,fake,653,140,223
ntf-06431,fake,756,158,232
ntf-06432,fake,649,116,192
ntf-06433,fake,909,175,260
ntf-06434,fake,832,164,231
ntf-06435,fake,584,111,166
ntf-06436,fake,991,196,292
ntf-06437,fake,789,154,221
ntf-06438,fake,339,71,106
ntf-06439,fake,473,99,150
ntf-06440,fake,298,59,80
ntf-06441,fake,779,155,214
ntf-06442,fake,718,142,227
ntf-06443,fake,934,185,248
ntf-06444,fake,895,185,268
ntf-06445,fake,796,158,266
ntf-06446,fake,1068,225,325
ntf-06447,fake,970,199,285
ntf-06448,fake,655,138,203
ntf-06449,fake,861,180,268
ntf-06450,fake,748,139,224
ntf-06451,fake,1115,232,355
ntf-06452,fake,922,193,270
ntf-06453,fake,311,67,113
ntf-06454,fake,505,101,138
ntf-06455,fake,877,177,281
ntf-06456,fake,888,194,252
ntf-06457,fake,804,159,225
ntf-06458,fake,769,162,229
ntf-06459,fake,741,155,224
ntf-06460,fake,205,44,62
ntf-06461,fake,741,138,200
ntf-06462,fake,405,83,125
ntf-06463,fake,334,71,116
ntf-06464,fake,291,59,87
ntf-06465,fake,340,66,100
ntf-06466,fake,954,186,285
ntf-06467,fake,934,189,275
ntf-06468,fake,1267,237,361
ntf-06469,fake,993,204,257
ntf-06470,fake,962,189,288
ntf-06471,fake,229,47,65
ntf-06472,fake,1343,294,379
ntf-06473,fake,914,181,276
ntf-06474,fake,979,220,269
ntf-06475,fake,892,184,280
ntf-06476,fake,1041,210,328
ntf-06477,fake,749,150,229
ntf-06478,fake,902,184,248
ntf-06479,fake,1036,209,294
ntf-06480,fake,970,201,297
ntf-06481,fake,697,147,194
ntf-06482,fake,814,162,258
ntf-06483,fake,493,98,137
ntf-06484,fake,908,185,252
ntf-06485,fake,936,177,283
ntf-06486,fake,974,191,291
ntf-06487,fake,950,193,282
ntf-06488,fake,764,166,234
ntf-06489,fake,805,157,226
ntf-06490,fake,706,153,197
ntf-06491,fake,909,189,266
ntf-06492,fake,436,88,136
ntf-06493,fake,971,207,293
ntf-06494,fake,1016,215,313
ntf-06495,fake,966,211,290
ntf-06496,fake,977,199,276
ntf-06497,fake,878,178,254
ntf-06498,fake,205,43,63
ntf-06499,fake,747,148,218
ntf-06500,fake,959,196,297
ntf-06501,fake,583,121,178
ntf-06502,fake,931,189,271
ntf-06503,fake,1231,267,392
ntf-06504,fake,1134,241,323
ntf-06505,fake,924,185,268
ntf-06506,fake,884,179,243
ntf-06507,fake,674,138,180
ntf-06508,fake,840,178,238
ntf-06509,fake,1339,283,417
ntf-06510,fake,1035,208,332
ntf-06511,fake,607,128,185
ntf-06512,fake,1305,264,379
ntf-06513,fake,821,169,220
ntf-06514,fake,197,36,66
ntf-06515,fake,271,54,92
ntf-06516,fake,886,189,277
ntf-06517,fake,943,183,281
ntf-06518,fake,331,63,89
ntf-06519,fake,793,167,223
ntf-06520,fake,719,141,205
ntf-06521,fake,772,166,240
ntf-06522,fake,916,192,242
ntf-06523,fake,1037,222,339
ntf-06524,fake,898,187,255
ntf-06525,fake,529,97,158
ntf-06526,fake,935,193,267
ntf-06527,fake,515,106,171
ntf-06528,fake,1054,234,316
ntf-06529,fake,733,141,199
ntf-06530,fake,1125,231,320
ntf-06531,fake,601,118,169
ntf-06532,fake,1040,225,322
ntf-06533,fake,1232,264,389
ntf-06534,fake,988,211,313
ntf-06535,fake,737,137,229
ntf-06536,fake,878,184,256
ntf-06537,fake,780,155,229
ntf-06538,fake,960,192,305
ntf-06539,fake,740,148,211
ntf-06540,fake,731,144,206
ntf-06541,fake,993,210,293
