row_id,label,n_chars,n_words,n_subwords
axg-04496,fake,85,18,26
axg-04497,fake,66,15,21
axg-04498,fake,69,15,22
axg-04499,fake,34,8,13
axg-04500,fake,45,10,17
axg-04501,fake,80,16,22
axg-04502,fake,43,10,15
axg-04503,fake,40,9,14
axg-04504,fake,80,16,23
axg-04505,fake,73,17,25
axg-04506,fake,41,9,13
axg-04507,fake,83,16,27
axg-04508,fake,64,14,19
axg-04509,fake,50,11,15
axg-04510,fake,58,12,16
axg-04511,fake,86,20,24
axg-04512,fake,68,15,19
axg-04513,fake,78,17,24
axg-04514,fake,61,13,23
axg-04515,fake,64,14,21
axg-04516,fake,83,17,28
axg-04517,fake,61,12,19
axg-04518,fake,83,19,24
axg-04519,fake,53,11,16
axg-04520,fake,59,13,21
axg-04521,fake,62,13,24
axg-04522,fake,79,18,21
axg-04523,fake,69,15,22
axg-04524,fake,64,13,16
axg-04525,fake,43,10,15
axg-04526,fake,57,13,18
axg-04527,fake,57,13,16
axg-04528,fake,98,20,28
axg-04529,fake,68,13,24
axg-04530,fake,62,13,21
axg-04531,fake,73,16,24
axg-04532,fake,74,16,21
axg-04533,fake,77,17,23
axg-04534,fake,59,13,19
axg-04535,fake,68,15,18
axg-04536,fake,64,13,26
axg-04537,fake,55,12,17
axg-04538,fake,81,18,22
axg-04539,fake,69,14,23
axg-04540,fake,60,12,21
axg-04541,fake,90,20,29
axg-04542,fake,48,9,15
axg-04543,fake,47,11,15
axg-04544,fake,84,19,25
axg-04545,fake,85,17,22
axg-04546,fake,73,16,23
axg-04547,fake,64,13,26
axg-04548,fake,65,14,18
axg-04549,fake,71,16,24
axg-04550,fake,65,15,24
axg-04551,fake,51,11,21
axg-04552,fake,63,14,24
axg-04553,fake,56,13,16
axg-04554,fake,58,12,16
axg-04555,fake,78,16,24
axg-04556,fake,60,15,19
axg-04557,fake,61,12,21
axg-04558,fake,82,19,23
axg-04559,fake,77,18,21
axg-04560,fake,85,19,25
axg-04561,fake,65,15,19
axg-04562,fake,75,15,22
axg-04563,fake,89,21,25
axg-04564,fake,62,14,18
axg-04565,fake,75,15,25
axg-04566,fake,64,14,20
axg-04567,fake,81,18,30
axg-04568,fake,94,21,31
axg-04569,fake,58,13,20
axg-04570,fake,72,15,21
axg-04571,fake,50,11,18
axg-04572,fake,66,14,20
axg-04573,fake,61,12,24
axg-04574,fake,55,12,15
axg-04575,fake,79,17,27
axg-04576,fake,84,18,24
axg-04577,fake,97,21,29
axg-04578,fake,77,17,23
axg-04579,fake,65,13,19
axg-04580,fake,58,13,20
axg-04581,fake,74,15,19
axg-04582,fake,96,22,28
axg-04583,fake,81,18,30
axg-04584,fake,71,17,23
axg-04585,fake,56,12,22
axg-04586,fake,72,15,24
axg-04587,fake,52,12,18
axg-04588,fake,75,16,24
axg-04589,fake,71,16,22
axg-04590,fake,74,16,20
axg-04591,fake,64,14,22
axg-04592,fake,71,16,22
axg-04593,fake,57,12,17
axg-04594,fake,47,9,16
axg-04595,fake,71,14,23
axg-04596,fake,74,14,25
axg-04597,fake,81,21,25
axg-04598,fake,75,16,24
axg-04599,fake,88,19,25
axg-04600,fake,68,14,20
axg-04601,fake,50,13,17
axg-04602,fake,72,15,21
axg-04603,fake,84,18,26
axg-04604,fake,94,21,28
axg-04605,fake,71,16,22
axg-04606,fake,82,20,22
axg-04607,fake,94,21,29
axg-04608,fake,76,15,20
axg-04609,fake,67,13,22
axg-04610,fake,73,17,23
axg-04611,fake,103,21,31
axg-04612,fake,55,13,17
axg-04613,fake,53,13,18
axg-04614,fake,46,10,20
axg-04615,fake,54,11,19
axg-04616,fake,67,16,22
axg-04617,fake,91,21,28
axg-04618,fake,51,11,18
axg-04619,fake,76,15,21
axg-04620,fake,82,17,20
axg-04621,fake,67,17,24
axg-04622,fake,80,18,25
axg-04623,fake,58,12,21
axg-04624,fake,75,15,24
axg-04625,fake,78,17,21
axg-04626,fake,82,19,26
axg-04627,fake,82,16,24
axg-04628,fake,47,10,15
axg-04629,fake,74,17,25
axg-04630,fake,82,16,23
axg-04631,fake,61,13,20
axg-04632,fake,103,20,27
axg-04633,fake,53,12,19
axg-04634,fake,70,17,20
axg-04635,fake,47,9,17
axg-04636,fake,63,13,19
axg-04637,fake,67,14,19
axg-04638,fake,65,13,24
axg-04639,fake,81,16,24
axg-04640,fake,95,20,30
axg-04641,fake,98,20,31
axg-04642,fake,72,14,25
axg-04643,fake,55,12,21
axg-04644,fake,76,18,23
axg-04645,fake,69,17,23
axg-04646,fake,73,16,22
axg-04647,fake,90,20,26
axg-04648,fake,79,16,24
axg-04649,fake,61,12,18
axg-04650,fake,66,16,23
axg-04651,fake,88,20,25
axg-04652,fake,59,13,24
axg-04653,fake,68,12,19
axg-04654,fake,54,12,16
axg-04655,fake,60,14,18
axg-04656,fake,82,19,24
axg-04657,fake,70,15,18
axg-04658,fake,47,10,17
axg-04659,fake,64,15,22
axg-04660,fake,53,12,17
axg-04661,fake,58,12,17
axg-04662,fake,43,9,11
axg-04663,fake,72,15,22
axg-04664,fake,71,15,22
axg-04665,fake,67,14,21
axg-04666,fake,44,9,15
axg-04667,fake,72,13,18
axg-04668,fake,54,11,17
axg-04669,fake,82,16,24
axg-04670,fake,88,19,31
axg-04671,fake,52,11,20
axg-04672,fake,85,18,27
axg-04673,fake,68,15,26
axg-04674,fake,54,11,18
axg-04675,fake,56,13,19
axg-04676,fake,69,17,25
axg-04677,fake,61,13,22
axg-04678,fake,70,16,23
axg-04679,fake,89,20,28
axg-04680,fake,74,15,19
axg-04681,fake,50,11,15
axg-04682,fake,49,11,15
axg-04683,fake,74,16,26
axg-04684,fake,61,13,23
axg-04685,fake,75,16,26
axg-04686,fake,101,21,30
axg-04687,fake,79,17,29
axg-04688,fake,65,13,19
axg-04689,fake,39,9,11
axg-04690,fake,57,12,16
axg-04691,fake,64,13,19
axg-04692,fake,87,18,30
axg-04693,fake,105,20,31
axg-04694,fake,71,14,26
axg-04695,fake,59,13,19
axg-04696,fake,67,15,23
axg-04697,fake,76,17,25
axg-04698,fake,108,22,32
axg-04699,fake,75,16,21
axg-04700,fake,102,21,33
axg-04701,fake,47,10,18
axg-04702,fake,73,15,27
axg-04703,fake,70,14,24
axg-04704,fake,97,22,30
axg-04705,fake,70,15,24
axg-04706,fake,75,14,23
axg-04707,fake,92,18,27
axg-04708,fake,70,15,21
axg-04709,fake,65,13,20
axg-04710,fake,71,14,24
axg-04711,fake,75,15,22
axg-04712,fake,67,15,22
axg-04713,fake,58,13,23
axg-04714,fake,78,19,22
axg-04715,fake,72,15,25
axg-04716,fake,71,14,23
axg-04717,fake,76,18,25
axg-04718,fake,86,19,23
axg-04719,fake,72,15,22
axg-04720,fake,63,11,17
axg-04721,fake,50,11,16
axg-04722,fake,93,18,30
axg-04723,fake,65,14,20
axg-04724,fake,76,16,24
axg-04725,fake,83,18,21
axg-04726,fake,93,21,29
axg-04727,fake,77,17,20
axg-04728,fake,92,20,27
axg-04729,fake,103,24,33
axg-04730,fake,70,17,23
axg-04731,fake,90,20,27
axg-04732,fake,94,21,31
axg-04733,fake,71,16,22
axg-04734,fake,75,16,24
axg-04735,fake,89,15,27
axg-04736,fake,79,17,26
axg-04737,fake,93,21,28
axg-04738,fake,77,15,29
axg-04739,fake,71,14,23
axg-04740,fake,75,17,20
axg-04741,fake,72,15,25
axg-04742,fake,90,17,29
axg-04743,fake,91,18,27
axg-04744,fake,95,20,28
axg-04745,fake,77,16,23
axg-04746,fake,71,14,25
axg-04747,fake,70,16,22
axg-04748,fake,86,21,29
axg-04749,fake,68,13,16
axg-04750,fake,56,13,17
axg-04751,fake,62,13,25
axg-04752,fake,68,15,20
axg-04753,fake,85,18,28
axg-04754,fake,66,15,23
axg-04755,fake,65,13,22
axg-04756,fake,76,15,29
axg-04757,fake,55,11,19
axg-04758,fake,59,14,20
axg-04759,fake,65,14,22
axg-04760,fake,61,14,21
axg-04761,fake,81,18,24
axg-04762,fake,88,19,24
axg-04763,fake,93,19,27
axg-04764,fake,45,10,13
axg-04765,fake,70,14,22
axg-04766,fake,81,17,22
axg-04767,fake,58,13,19
axg-04768,fake,84,18,23
axg-04769,fake,42,9,16
axg-04770,fake,51,11,16
axg-04771,fake,88,19,27
axg-04772,fake,71,14,23
axg-04773,fake,65,14,17
axg-04774,fake,56,12,15
axg-04775,fake,72,17,23
axg-04776,fake,71,15,22
axg-04777,fake,69,15,22
axg-04778,fake,74,15,19
axg-04779,fake,74,16,24
axg-04780,fake,81,16,24
axg-04781,fake,81,18,23
axg-04782,fake,52,10,16
axg-04783,fake,62,15,19
axg-04784,fake,56,14,17
axg-04785,fake,85,18,29
axg-04786,fake,70,16,24
axg-04787,fake,86,19,24
axg-04788,fake,96,20,27
axg-04789,fake,68,15,23
axg-04790,fake,70,16,20
axg-04791,fake,63,13,21
axg-04792,fake,52,13,17
axg-04793,fake,72,15,22
axg-04794,fake,84,18,28
axg-04795,fake,60,13,20
axg-04796,fake,67,15,22
axg-04797,fake,62,14,21
axg-04798,fake,79,15,23
axg-04799,fake,74,16,22
axg-04800,fake,84,17,25
axg-04801,fake,70,14,22
axg-04802,fake,71,17,21
axg-04803,fake,71,14,21
axg-04804,fake,65,13,21
axg-04805,fake,65,15,22
axg-04806,fake,66,15,22
axg-04807,fake,79,16,25
axg-04808,fake,52,11,18
axg-04809,fake,80,16,22
axg-04810,fake,52,10,18
axg-04811,fake,74,17,20
axg-04812,fake,73,16,22
axg-04813,fake,92,19,33
axg-04814,fake,56,14,18
axg-04815,fake,51,11,21
axg-04816,fake,87,18,24
axg-04817,fake,77,17,23
axg-04818,fake,69,14,21
axg-04819,fake,58,13,20
axg-04820,fake,82,18,26
axg-04821,fake,61,12,18
axg-04822,fake,79,16,24
axg-04823,fake,79,17,25
axg-04824,fake,72,14,25
axg-04825,fake,67,13,19
axg-04826,fake,93,21,28
axg-04827,fake,91,21,27
axg-04828,fake,77,16,26
axg-04829,fake,55,12,17
axg-04830,fake,74,15,24
axg-04831,fake,46,10,16
axg-04832,fake,61,13,20
axg-04833,fake,65,13,24
axg-04834,fake,70,16,20
axg-04835,fake,88,17,25
axg-04836,fake,85,18,28
axg-04837,fake,75,14,20
axg-04838,fake,73,14,25
axg-04839,fake,82,17,26
axg-04840,fake,64,13,20
axg-04841,fake,74,15,21
axg-04842,fake,56,12,19
axg-04843,fake,72,15,23
axg-04844,fake,84,18,33
axg-04845,fake,90,17,28
axg-04846,fake,74,16,27
axg-04847,fake,60,13,17
axg-04848,fake,92,21,25
axg-04849,fake,64,13,24
axg-04850,fake,92,18,22
axg-04851,fake,57,11,22
axg-04852,fake,64,12,22
axg-04853,fake,62,12,19
axg-04854,fake,95,22,28
axg-04855,fake,55,12,16
axg-04856,fake,79,16,25
axg-04857,fake,48,11,18
axg-04858,fake,69,13,17
axg-04859,fake,75,16,29
axg-04860,fake,56,12,16
axg-04861,fake,74,16,25
axg-04862,fake,76,16,25
axg-04863,fake,103,21,33
axg-04864,fake,81,17,27
axg-04865,fake,58,11,17
axg-04866,fake,67,14,20
axg-04867,fake,83,18,28
axg-04868,fake,77,16,23
axg-04869,fake,93,19,30
axg-04870,fake,60,12,25
axg-04871,fake,52,11,19
axg-04872,fake,55,10,20
axg-04873,fake,67,14,22
axg-04874,fake,73,16,24
axg-04875,fake,84,17,28
axg-04876,fake,61,13,17
axg-04877,fake,82,20,22
axg-04878,fake,79,15,27
axg-04879,fake,58,12,24
axg-04880,fake,99,20,34
axg-04881,fake,77,16,24
axg-04882,fake,39,9,16
axg-04883,fake,92,20,26
axg-04884,fake,64,15,22
axg-04885,fake,66,14,17
axg-04886,fake,58,14,21
axg-04887,fake,38,9,12
axg-04888,fake,47,10,15
axg-04889,fake,55,11,19
axg-04890,fake,90,21,30
axg-04891,fake,49,9,16
axg-04892,fake,82,18,26
axg-04893,fake,61,14,25
axg-04894,fake,61,13,18
axg-04895,fake,59,13,18
axg-04896,fake,70,15,18
axg-04897,fake,84,18,25
axg-04898,fake,53,11,17
axg-04899,fake,73,15,22
axg-04900,fake,83,17,21
axg-04901,fake,67,14,21
axg-04902,fake,70,15,20
axg-04903,fake,98,24,29
axg-04904,fake,70,15,23
axg-04905,fake,68,14,21
axg-04906,fake,80,17,27
axg-04907,fake,78,17,22
axg-04908,fake,73,15,26
axg-04909,fake,53,11,23
axg-04910,fake,61,13,22
axg-04911,fake,72,16,24
axg-04912,fake,93,20,29
axg-04913,fake,72,17,22
axg-04914,fake,96,21,28
axg-04915,fake,72,16,21
axg-04916,fake,64,14,22
axg-04917,fake,93,22,27
axg-04918,fake,78,17,25
axg-04919,fake,81,18,27
axg-04920,fake,52,10,16
axg-04921,fake,81,17,28
axg-04922,fake,93,20,29
axg-04923,fake,75,16,28
axg-04924,fake,65,12,20
axg-04925,fake,53,13,18
axg-04926,fake,67,13,18
axg-04927,fake,66,14,22
axg-04928,fake,93,21,29
axg-04929,fake,78,16,27
axg-04930,fake,81,18,28
axg-04931,fake,66,14,17
axg-04932,fake,84,18,25
axg-04933,fake,87,18,25
axg-04934,fake,68,15,18
axg-04935,fake,63,15,22
axg-04936,fake,69,15,21
axg-04937,fake,69,15,22
axg-04938,fake,72,17,24
axg-04939,fake,69,13,24
axg-04940,fake,47,12,20
axg-04941,fake,77,15,24
axg-04942,fake,104,23,30
axg-04943,fake,69,15,24
axg-04944,fake,86,17,22
axg-04945,fake,83,18,23
axg-04946,fake,82,18,27
axg-04947,fake,98,21,33
axg-04948,fake,77,17,22
axg-04949,fake,82,18,27
axg-04950,fake,61,13,19
axg-04951,fake,73,14,18
axg-04952,fake,63,13,21
axg-04953,fake,75,18,24
axg-04954,fake,89,21,33
axg-04955,fake,68,14,21
axg-04956,fake,75,17,25
axg-04957,fake,75,15,21
axg-04958,fake,81,17,22
axg-04959,fake,72,16,24
axg-04960,fake,77,16,28
axg-04961,fake,74,17,28
axg-04962,fake,94,20,31
axg-04963,fake,60,13,20
axg-04964,fake,81,19,21
axg-04965,fake,64,14,23
axg-04966,fake,83,18,26
axg-04967,fake,67,14,19
axg-04968,fake,54,11,18
axg-04969,fake,245,53,62
axg-04970,fake,61,13,15
axg-04971,fake,83,18,23
axg-04972,fake,63,15,20
axg-04973,fake,80,19,27
axg-04974,fake,95,21,35
axg-04975,fake,79,18,26
axg-04976,fake,58,14,22
axg-04977,fake,57,12,20
axg-04978,fake,51,11,15
axg-04979,fake,31,7,11
axg-04980,fake,87,20,27
axg-04981,fake,62,13,18
axg-04982,fake,50,11,15
axg-04983,fake,59,12,20
axg-04984,fake,56,13,19
axg-04985,fake,58,12,17
axg-04986,fake,48,9,20
axg-04987,fake,81,17,27
axg-04988,fake,58,13,16
axg-04989,fake,69,16,23
axg-04990,fake,65,14,23
axg-04991,fake,48,12,18
axg-04992,fake,78,15,25
axg-04993,fake,69,17,24
axg-04994,fake,39,9,12
axg-04995,fake,69,13,19
axg-04996,fake,53,13,20
axg-04997,fake,51,11,15
axg-04998,fake,94,21,30
axg-04999,fake,65,13,22
axg-05000,fake,99,21,35
axg-05001,fake,54,11,16
axg-05002,fake,65,17,20
axg-05003,fake,95,21,26
axg-05004,fake,159,33,44
axg-05005,fake,147,30,48
axg-05006,fake,143,30,57
axg-05007,fake,157,30,49
axg-05008,fake,150,33,45
axg-05009,fake,104,22,35
axg-05010,fake,108,23,39
axg-05011,fake,192,41,56
axg-05012,fake,150,30,40
axg-05013,fake,159,30,49
axg-05014,fake,183,41,51
axg-05015,fake,168,36,58
axg-05016,fake,215,46,64
axg-05017,fake,119,22,40
axg-05018,fake,101,23,35
axg-05019,fake,80,18,25
axg-05020,fake,132,27,46
axg-05021,fake,152,34,45
axg-05022,fake,78,16,26
axg-05023,fake,85,18,29
axg-05024,fake,107,23,35
axg-05025,fake,158,34,47
axg-05026,fake,234,50,63
axg-05027,fake,121,24,39
axg-05028,fake,183,41,53
axg-05029,fake,152,32,45
axg-05030,fake,150,29,42
axg-05031,fake,212,45,64
axg-05032,fake,142,30,47
axg-05033,fake,112,23,39
axg-05034,fake,104,21,29
axg-05035,fake,49,11,17
axg-05036,fake,106,21,34
axg-05037,fake,143,30,38
axg-05038,fake,48,11,15
axg-05039,fake,156,36,47
axg-05040,fake,53,11,14
axg-05041,fake,127,26,30
axg-05042,fake,95,22,26
axg-05043,fake,76,16,21
axg-05044,fake,98,20,25
axg-05045,fake,196,40,49
axg-05046,fake,126,25,32
axg-05047,fake,109,21,27
axg-05048,fake,68,14,19
axg-05049,fake,51,10,23
axg-05050,fake,274,55,66
axg-05051,fake,400,87,121
axg-05052,fake,100,20,26
axg-05054,real,106,23,35
axg-05055,real,79,16,29
axg-05056,real,80,18,26
axg-05057,real,72,16,21
axg-05058,real,88,19,30
axg-05059,real,87,18,28
axg-05060,real,94,21,30
axg-05061,real,82,18,27
axg-05062,real,101,22,33
axg-05063,real,88,19,33
axg-05064,real,68,13,17
axg-05065,real,328,63,95
axg-05066,real,278,53,72
axg-05067,real,73,11,16
axg-05068,real,238,48,73
axg-05069,real,65,15,24
axg-05070,real,57,13,17
axg-05071,real,61,12,18
axg-05072,real,68,14,21
axg-05073,real,63,11,20
axg-05074,real,67,15,23
axg-05075,real,57,10,16
axg-05076,real,59,11,16
axg-05077,real,425,89,122
axg-05078,real,151,33,39
axg-05079,real,184,40,49
axg-05080,real,309,65,86
axg-05081,real,163,34,48
axg-05082,real,161,32,41
axg-05083,real,285,57,68
axg-05084,real,113,24,30
axg-05085,real,176,39,44
axg-05086,real,162,34,40
axg-05087,real,123,28,41
axg-05088,real,180,39,52
axg-05089,real,241,50,66
axg-05090,real,182,39,49
axg-05091,real,211,47,66
axg-05092,real,192,37,56
axg-05093,real,250,52,71
axg-05094,real,123,25,31
axg-05095,real,111,23,30
axg-05096,real,179,39,55
axg-05097,real,229,46,64
axg-05098,real,148,33,41
axg-05099,real,122,27,33
axg-05100,real,147,30,38
axg-05101,real,87,17,25
axg-05102,real,96,19,27
axg-05103,real,256,54,82
axg-05104,real,165,31,48
axg-05105,real,207,50,65
axg-05106,real,70,15,21
axg-05107,real,243,49,74
axg-05108,real,89,23,29
axg-05109,real,131,28,39
axg-05110,real,67,13,21
axg-05111,real,388,79,115
axg-05112,real,177,35,53
axg-05113,real,197,41,53
axg-05114,real,193,37,53
axg-05115,real,244,49,59
axg-05116,real,214,45,64
axg-05117,real,190,39,53
axg-05118,real,60,14,20
axg-05119,real,69,13,20
axg-05120,real,469,98,131
axg-05121,real,128,25,33
axg-05122,real,97,21,28
axg-05123,real,205,47,57
axg-05124,real,83,18,28
axg-05125,real,87,17,24
axg-05126,real,161,36,49
axg-05127,real,123,27,37
axg-05128,real,179,40,50
axg-05129,real,252,50,71
axg-05130,real,208,42,50
axg-05131,real,133,28,34
axg-05132,real,145,31,36
axg-05133,real,147,31,39
axg-05134,real,195,39,52
axg-05135,real,144,31,40
axg-05136,real,197,40,61
axg-05137,real,90,18,23
axg-05138,real,97,21,28
axg-05139,real,159,33,42
axg-05140,real,153,33,45
axg-05141,real,122,27,31
axg-05142,real,111,24,36
axg-05143,real,105,19,28
axg-05144,real,217,47,53
axg-05145,real,105,23,35
axg-05146,real,126,27,34
axg-05147,real,134,33,43
axg-05148,real,174,45,48
axg-05149,real,168,34,54
axg-05150,real,82,19,25
axg-05151,real,178,37,48
axg-05152,real,446,83,135
axg-05153,real,279,62,75
axg-05154,real,187,40,47
axg-05155,real,188,40,49
axg-05156,real,169,34,44
axg-05157,real,216,45,57
axg-05158,real,109,23,29
axg-05159,real,206,46,58
axg-05160,real,110,23,32
axg-05161,real,171,38,47
axg-05162,real,250,53,69
axg-05163,real,79,17,27
axg-05164,real,126,26,36
axg-05165,real,83,17,26
axg-05166,real,230,50,60
axg-05167,real,64,14,19
axg-05168,real,223,48,55
axg-05169,real,126,26,31
axg-05170,real,260,53,72
axg-05171,real,230,50,63
axg-05172,real,230,54,68
axg-05173,real,108,24,30
axg-05174,real,110,21,35
axg-05175,real,149,31,45
axg-05176,real,235,49,68
axg-05177,real,130,29,35
axg-05178,real,111,24,32
axg-05179,real,530,117,140
axg-05180,real,205,45,64
axg-05181,real,109,23,31
axg-05182,real,136,28,34
axg-05183,real,241,49,75
axg-05184,real,162,36,47
axg-05185,real,191,41,52
axg-05186,real,159,34,45
axg-05187,real,138,29,35
axg-05188,real,118,21,41
axg-05189,real,174,39,50
axg-05190,real,196,44,58
axg-05191,real,149,33,43
axg-05192,real,127,29,31
axg-05193,real,154,31,40
axg-05194,real,176,40,56
axg-05195,real,206,46,57
axg-05196,real,69,15,25
axg-05197,real,197,43,56
axg-05198,real,225,50,67
axg-05199,real,260,55,77
axg-05200,real,99,21,31
axg-05201,real,131,29,36
axg-05202,real,268,54,70
axg-05203,real,177,36,51
axg-05204,real,152,36,39
axg-05205,real,179,38,45
axg-05206,real,201,39,56
axg-05207,real,63,14,17
axg-05208,real,145,30,43
axg-05209,real,201,46,60
axg-05210,real,177,39,51
axg-05211,real,125,26,32
axg-05212,real,264,53,69
axg-05213,real,204,43,53
axg-05214,real,170,35,44
axg-05215,real,157,34,51
axg-05216,real,142,29,37
axg-05217,real,244,48,65
axg-05218,real,214,43,64
axg-05219,real,236,52,65
axg-05220,real,235,51,64
axg-05221,real,194,38,56
axg-05222,real,264,57,69
axg-05223,real,172,40,55
axg-05224,real,100,23,31
axg-05225,real,189,41,58
axg-05226,real,152,36,45
axg-05227,real,186,43,60
axg-05228,real,174,39,50
axg-05229,real,127,29,38
axg-05230,real,133,31,41
axg-05231,real,147,30,41
axg-05232,real,188,41,61
axg-05233,real,91,20,29
axg-05234,real,227,53,75
axg-05235,real,109,25,37
axg-05236,real,188,40,57
axg-05237,real,133,27,44
axg-05238,real,130,29,38
axg-05239,real,175,39,55
axg-05240,real,232,47,63
axg-05241,real,240,48,61
axg-05242,real,174,35,56
axg-05243,real,170,33,47
axg-05244,real,216,46,60
axg-05245,real,270,60,86
axg-05246,real,244,54,72
axg-05247,real,139,33,40
axg-05248,real,199,42,58
axg-05249,real,118,25,37
axg-05250,real,128,28,39
axg-05251,real,123,29,37
axg-05252,real,191,42,55
axg-05253,real,219,44,62
axg-05254,real,122,25,37
axg-05255,real,230,50,67
axg-05256,real,217,45,63
axg-05257,real,243,52,68
axg-05258,real,127,27,34
axg-05259,real,176,36,56
axg-05260,real,164,35,52
axg-05261,real,216,48,58
axg-05262,real,146,32,43
axg-05263,real,154,34,47
axg-05264,real,114,26,35
axg-05265,real,221,45,63
axg-05266,real,268,56,77
axg-05267,real,181,36,54
axg-05268,real,267,57,74
axg-05269,real,135,31,44
axg-05270,real,92,20,28
axg-05271,real,221,45,63
axg-05272,real,211,44,65
axg-05273,real,242,52,74
axg-05274,real,140,27,40
axg-05275,real,148,31,49
axg-05276,real,234,58,72
axg-05277,real,158,34,39
axg-05278,real,117,25,33
axg-05279,real,135,27,38
axg-05280,real,123,26,32
axg-05281,real,165,37,40
axg-05282,real,152,34,38
axg-05283,real,227,50,63
axg-05284,real,259,58,67
axg-05285,real,170,39,42
axg-05286,real,141,33,40
axg-05287,real,256,55,71
axg-05288,real,125,28,33
axg-05289,real,192,41,51
axg-05290,real,229,51,62
axg-05291,real,128,27,43
axg-05292,real,83,19,22
axg-05293,real,197,47,56
axg-05294,real,130,30,39
axg-05295,real,213,45,57
axg-05296,real,215,46,59
axg-05297,real,81,16,21
axg-05298,real,126,24,34
axg-05299,real,278,60,72
axg-05300,real,278,63,76
axg-05301,real,148,32,40
axg-05302,real,190,40,49
axg-05303,real,204,45,61
axg-05304,real,185,43,53
axg-05305,real,193,43,47
axg-05306,real,202,43,54
axg-05307,real,199,41,52
axg-05308,real,196,38,47
axg-05309,real,196,40,61
axg-05310,real,254,53,62
axg-05311,real,154,34,41
axg-05312,real,175,37,55
axg-05313,real,144,31,38
axg-05314,real,227,51,59
axg-05315,real,104,24,27
axg-05316,real,98,20,24
axg-05317,real,149,30,40
axg-05318,real,201,42,51
axg-05319,real,266,55,75
axg-05320,real,167,33,47
axg-05321,real,183,39,47
axg-05322,real,100,21,27
axg-05323,real,188,39,60
axg-05324,real,73,18,25
axg-05325,real,200,44,57
axg-05326,real,204,45,51
axg-05327,real,193,42,52
axg-05328,real,128,27,40
axg-05329,real,126,25,35
axg-05330,real,228,48,72
axg-05331,real,87,19,23
axg-05332,real,100,20,27
axg-05333,real,232,49,68
axg-05334,real,194,42,53
axg-05335,real,141,28,42
axg-05336,real,98,20,26
axg-05337,real,255,54,70
axg-05338,real,157,33,44
axg-05339,real,111,24,33
axg-05340,real,136,30,37
axg-05341,real,145,30,36
axg-05342,real,163,35,48
axg-05343,real,234,48,59
axg-05344,real,286,63,78
axg-05345,real,242,49,77
axg-05346,real,237,49,84
axg-05347,real,225,47,57
axg-05348,real,208,45,57
axg-05349,real,87,18,26
axg-05350,real,210,42,65
axg-05351,real,211,47,55
axg-05352,real,156,34,40
axg-05353,real,147,32,38
axg-05354,real,138,31,43
axg-05355,real,268,61,77
axg-05356,real,229,51,65
axg-05357,real,215,45,59
axg-05358,real,119,26,36
axg-05359,real,110,24,33
axg-05360,real,121,28,36
axg-05361,real,112,25,33
axg-05362,real,208,44,62
axg-05363,real,196,40,50
axg-05364,real,170,36,49
axg-05365,real,187,41,55
axg-05366,real,171,36,52
axg-05367,real,185,40,57
axg-05368,real,121,28,35
axg-05369,real,149,31,40
axg-05370,real,106,23,26
axg-05371,real,596,126,171
axg-05372,real,207,40,57
axg-05373,real,171,35,47
axg-05374,real,206,45,56
axg-05375,real,160,32,43
axg-05376,real,456,93,134
axg-05377,real,248,55,66
axg-05378,real,181,38,53
axg-05379,real,153,35,42
axg-05380,real,238,50,69
axg-05381,real,157,33,49
axg-05382,real,92,21,29
axg-05383,real,144,30,48
axg-05384,real,274,57,73
axg-05385,real,129,27,40
axg-05386,real,239,53,64
axg-05387,real,304,65,85
axg-05388,real,164,37,43
axg-05389,real,171,36,53
axg-05390,real,174,37,45
axg-05391,real,211,45,64
axg-05392,real,257,54,74
axg-05393,real,88,18,27
axg-05394,real,221,45,64
axg-05395,real,179,37,49
axg-05396,real,153,34,47
axg-05397,real,246,51,68
axg-05398,real,122,29,38
axg-05399,real,209,45,57
axg-05400,real,283,62,79
axg-05401,real,160,37,49
axg-05402,real,118,25,28
axg-05403,real,200,42,55
axg-05404,real,179,37,53
axg-05405,real,99,21,26
axg-05406,real,201,42,56
axg-05407,real,156,34,45
axg-05408,real,165,35,51
axg-05409,real,170,34,45
axg-05410,real,132,27,37
axg-05411,real,86,19,23
axg-05412,real,207,42,60
axg-05413,real,250,56,78
axg-05414,real,80,16,19
axg-05415,real,124,26,33
axg-05416,real,153,30,45
axg-05417,real,165,34,51
axg-05418,real,146,29,43
axg-05419,real,147,30,43
axg-05420,real,101,19,32
axg-05421,real,185,37,53
axg-05422,real,99,23,30
axg-05423,real,105,24,32
axg-05424,real,211,46,57
axg-05425,real,151,31,40
axg-05426,real,99,20,33
axg-05427,real,158,32,45
axg-05428,real,236,53,66
axg-05429,real,254,54,67
axg-05430,real,187,39,54
axg-05431,real,215,43,64
axg-05432,real,291,61,84
axg-05433,real,210,44,55
axg-05434,real,122,25,36
axg-05435,real,255,58,68
axg-05436,real,215,43,64
axg-05437,real,227,44,66
axg-05438,real,101,21,30
axg-05439,real,122,24,39
axg-05440,real,218,47,66
axg-05441,real,143,32,38
axg-05442,real,256,53,66
axg-05443,real,271,61,75
axg-05444,real,141,33,37
axg-05445,real,182,37,48
axg-05446,real,193,40,53
axg-05447,real,198,39,62
axg-05448,real,239,49,57
axg-05449,real,132,26,32
axg-05450,real,227,44,54
axg-05451,real,220,46,66
axg-05452,real,143,31,38
axg-05453,real,155,35,46
axg-05454,real,255,53,78
